"run","tick","FirmID","Demand","Profit","Quality","Price","FirmType"
1,4.0,"W 3",29,1286.2596658830023,99.04796308878132,45.51493315184199,"W"
1,4.0,"P 5",19,1808.7463032352844,97.83360427198677,96.466435333043,"P"
1,4.0,"O 10",20,1630.9132904198473,23.928251036275146,82.01426218894188,"O"
1,4.0,"O 8",13,709.2134500213738,13.13555807551163,55.094486692469566,"O"
1,4.0,"B 7",56,46.40683843342539,10.729671417462429,1.0231606122379024,"B"
1,4.0,"P 4",23,1663.6754612313018,76.70135992262054,73.32202253725067,"P"
1,4.0,"B 9",15,53.79332457347684,5.349997303681448,3.9699206404942124,"B"
1,4.0,"O 2",13,916.2461554740839,30.946643534808146,71.1693706397514,"O"
1,4.0,"B 6",71,59.80765552719166,27.92145341530602,1.1899192505350533,"B"
1,4.0,"P 1",21,1905.0092720780071,70.78340561588163,91.65098436339758,"P"
1,5.0,"W 3",24,1039.0582147558052,99.04796308878132,44.49080050507423,"W"
1,5.0,"P 5",30,2859.3968542948846,96.89540805183292,96.466435333043,"P"
1,5.0,"O 10",20,1631.1223789837152,22.882808216935608,82.01426218894188,"O"
1,5.0,"O 8",25,1395.2158688698112,13.13555807551163,56.152280512784124,"O"
1,5.0,"B 7",61,51.606226267649284,9.713165935646847,1.0231606122379024,"B"
1,5.0,"P 4",17,1228.5149834756758,75.70385479014621,73.32202253725067,"P"
1,5.0,"B 9",19,88.81010813722418,5.349997303681448,4.988399634910936,"B"
1,5.0,"O 2",24,1695.9469028686626,29.939138759216608,71.1693706397514,"O"
1,5.0,"B 6",73,62.30761741159261,26.991929508954023,1.1899192505350533,"B"
1,5.0,"P 1",21,1904.798583840612,71.78668293681031,91.65098436339758,"P"
1,6.0,"W 3",26,1126.3176033205405,98.0527830258486,44.49080050507423,"W"
1,6.0,"P 5",31,2955.2070404024694,95.88668271292983,96.466435333043,"P"
1,6.0,"O 10",9,731.5690668505295,21.922107757912784,82.01426218894188,"O"
1,6.0,"O 8",20,1134.2702067216674,13.13555807551163,57.110228638384186,"O"
1,6.0,"B 7",52,43.820526538796926,8.658241229722714,1.0231606122379024,"B"
1,6.0,"P 4",22,1569.4483399763603,75.70385479014621,72.3269514715206,"P"
1,6.0,"B 9",19,108.45019024987523,5.349997303681448,6.0220881671557285,"B"
1,6.0,"O 2",13,916.5134851606838,28.890261330194193,71.1693706397514,"O"
1,6.0,"B 6",90,78.79733396723793,26.04779916109668,1.1899192505350533,"B"
1,6.0,"P 1",16,1449.97252900079,72.78960274727642,91.65098436339758,"P"
1,7.0,"W 3",27,1170.0812525096358,97.11435149147982,44.49080050507423,"W"
1,7.0,"P 5",15,1427.2287638496377,94.93455243434889,96.466435333043,"P"
1,7.0,"O 10",25,2064.6435892132577,21.922107757912784,82.98841677217884,"O"
1,7.0,"O 8",20,1134.0520348708997,14.2264173293509,57.110228638384186,"O"
1,7.0,"B 7",27,48.27700531574968,8.658241229722714,2.055417418736778,"B"
1,7.0,"P 4",19,1335.4978510166156,75.70385479014621,71.3142804089476,"P"
1,7.0,"B 9",21,143.18884276535084,5.349997303681448,7.107872744643242,"B"
1,7.0,"O 2",16,1144.707742941122,28.890261330194193,72.14142399606952,"O"
1,7.0,"B 6",95,84.37988924888137,25.063221280019835,1.1899192505350533,"B"
1,7.0,"P 1",16,1450.1237049658205,71.8447529658363,91.65098436339758,"P"
1,8.0,"W 3",31,1344.465046790346,96.1299440073761,44.49080050507423,"W"
1,8.0,"P 5",17,1599.7775613792483,94.93455243434889,95.37905991611426,"P"
1,8.0,"O 10",19,1585.4109966519034,21.922107757912784,83.90328948829695,"O"
1,8.0,"O 8",22,1248.205681622999,13.23679086608729,57.110228638384186,"O"
1,8.0,"B 7",30,83.41236046897423,8.658241229722714,3.0297124232003076,"B"
1,8.0,"P 4",20,1426.0455297421886,75.70385479014621,72.31380225217393,"P"
1,8.0,"B 9",27,212.5060117326242,5.349997303681448,8.107536905296381,"B"
1,8.0,"O 2",20,1451.2996024666047,28.890261330194193,73.10051269579014,"O"
1,8.0,"B 6",97,87.18969787427713,24.103185661539378,1.1899192505350533,"B"
1,8.0,"P 1",20,1814.0532767188197,70.84763087562398,91.65098436339758,"P"
1,9.0,"W 3",27,1170.6288015850666,95.08639195284738,44.49080050507423,"W"
1,9.0,"P 5",22,2048.2005205491078,94.93455243434889,94.30062297115998,"P"
1,9.0,"O 10",15,1236.2763492113543,21.922107757912784,82.94339790178509,"O"
1,9.0,"O 8",21,1191.4208288665734,12.317705278955087,57.110228638384186,"O"
1,9.0,"B 7",19,69.39324616507754,8.658241229722714,3.99578167667595,"B"
1,9.0,"P 4",29,2098.345099316884,75.70385479014621,73.28927453618232,"P"
1,9.0,"B 9",25,223.82375507943223,5.349997303681448,9.204569593749468,"B"
1,9.0,"O 2",24,1766.394246150243,28.890261330194193,74.09418783552704,"O"
1,9.0,"B 6",105,95.84793548695556,23.086863317423973,1.1899192505350533,"B"
1,9.0,"P 1",20,1814.2329532831493,69.94924805397669,91.65098436339758,"P"
1,10.0,"W 3",37,1605.655192488065,96.09443236489948,44.49080050507423,"W"
1,10.0,"P 5",24,2210.3533827499323,94.93455243434889,93.27771910895963,"P"
1,10.0,"O 10",25,2063.2725270331166,22.904469439102247,82.94339790178509,"O"
1,10.0,"O 8",22,1271.2108898157257,12.317705278955087,58.14672906400044,"O"
1,10.0,"B 7",20,51.95040708709245,8.658241229722714,2.928179759557759,"B"
1,10.0,"P 4",17,1245.3928903630347,75.70385479014621,74.31484058944825,"P"
1,10.0,"B 9",24,239.97889846404362,5.349997303681448,10.25899513563797,"B"
1,10.0,"O 2",20,1489.8794521858024,28.890261330194193,75.02950518175003,"O"
1,10.0,"B 6",96,88.23592717910286,22.024939100346263,1.1899192505350533,"B"
1,10.0,"P 1",25,2269.2403940716235,68.9493225572351,91.65098436339758,"P"
1,11.0,"W 3",30,1300.6599754615097,97.04851155349515,44.49080050507423,"W"
1,11.0,"P 5",16,1456.027329782838,94.93455243434889,92.2965275908243,"P"
1,11.0,"O 10",19,1566.7833859228806,23.973005575266775,82.94339790178509,"O"
1,11.0,"O 8",15,879.3700535595956,12.317705278955087,59.10166425215686,"O"
1,11.0,"B 7",29,49.25527998700791,8.658241229722714,1.953369303508472,"B"
1,11.0,"P 4",17,1229.0770553145326,75.70385479014621,73.3550855865952,"P"
1,11.0,"B 9",20,220.25436875601667,5.349997303681448,11.313867682756854,"B"
1,11.0,"O 2",10,732.9599557329075,28.890261330194193,74.07815810490861,"O"
1,11.0,"B 6",127,247.66470913805836,22.024939100346263,2.2085729222947084,"B"
1,11.0,"P 1",21,1905.6145723271886,67.90102347692272,91.65098436339758,"P"
1,12.0,"W 3",29,1284.5699347293385,97.04851155349515,45.436672044983474,"W"
1,12.0,"P 5",21,1912.9903086254267,93.8532738144223,92.2965275908243,"P"
1,12.0,"O 10",28,2342.4424447142474,23.973005575266775,84.06218533668061,"O"
1,12.0,"O 8",23,1351.4279642785016,11.317648218227424,59.10166425215686,"O"
1,12.0,"B 7",18,48.221436083775025,8.658241229722714,3.0367477424024054,"B"
1,12.0,"P 4",16,1156.6580506585467,74.58483989822153,73.3550855865952,"P"
1,12.0,"B 9",9,96.48045999507406,4.348485681705589,11.313867682756854,"B"
1,12.0,"O 2",26,1913.8513340127747,27.877605891115355,74.07815810490861,"O"
1,12.0,"B 6",76,217.86627492201472,22.024939100346263,3.1507579996606276,"B"
1,12.0,"P 1",27,2425.0038249467702,67.90102347692272,90.67162909850173,"P"
1,13.0,"W 3",27,1222.3737886471642,97.04851155349515,46.42690270338062,"W"
1,13.0,"P 5",21,1913.2081384380056,92.81598899261837,92.2965275908243,"P"
1,13.0,"O 10",17,1437.8389427424293,23.973005575266775,85.08827393188001,"O"
1,13.0,"O 8",17,997.6758920181239,10.265563750756808,59.10166425215686,"O"
1,13.0,"B 7",22,59.80442970517599,9.647639861630607,3.0367477424024054,"B"
1,13.0,"P 4",17,1246.8320099759355,74.58483989822153,74.38830453540554,"P"
1,13.0,"B 9",19,209.3704278719199,3.3688034846115142,11.313867682756854,"B"
1,13.0,"O 2",26,1914.1128483241328,26.871781616661885,74.07815810490861,"O"
1,13.0,"B 6",147,274.6828097154852,22.024939100346263,2.121849316523293,"B"
1,13.0,"P 1",17,1508.752083637296,67.90102347692272,89.71130247072823,"P"
1,14.0,"W 3",29,1313.00604395657,98.01602833379026,46.42690270338062,"W"
1,14.0,"P 5",14,1273.7614010053383,91.87429989533456,92.2965275908243,"P"
1,14.0,"O 10",23,1946.7043898102463,24.954815092428557,85.08827393188001,"O"
1,14.0,"O 8",23,1351.4482689879821,11.22936687265907,59.10166425215686,"O"
1,14.0,"B 7",23,62.51023307308394,10.667065843709583,3.0367477424024054,"B"
1,14.0,"P 4",22,1638.6289645232876,74.58483989822153,75.46033516564351,"P"
1,14.0,"B 9",22,243.43162420831115,2.3658153361614502,11.313867682756854,"B"
1,14.0,"O 2",24,1766.7072355687744,25.983165691137756,74.07815810490861,"O"
1,14.0,"B 6",158,135.26097049012898,22.024939100346263,1.107042744332949,"B"
1,14.0,"P 1",18,1615.644921460797,67.90102347692272,90.70355500336944,"P"
1,15.0,"W 3",34,1539.8946081086672,99.03116935766215,46.42690270338062,"W"
1,15.0,"P 5",21,1913.1860733045403,92.92106105673838,92.2965275908243,"P"
1,15.0,"O 10",20,1691.992268571013,25.934534574258674,85.08827393188001,"O"
1,15.0,"O 8",19,1115.2906333326655,12.282805407373612,59.10166425215686,"O"
1,15.0,"B 7",29,79.7864210720316,11.716288274206777,3.0367477424024054,"B"
1,15.0,"P 4",16,1206.0566948675175,74.58483989822153,76.44250084965587,"P"
1,15.0,"B 9",15,164.55164903649245,1.355871776508048,11.313867682756854,"B"
1,15.0,"O 2",15,1116.5064164662633,25.983165691137756,75.02243270020621,"O"
1,15.0,"B 6",171,316.1753477758082,22.024939100346263,2.0976045203118723,"B"
1,15.0,"P 1",15,1360.431333757683,67.90102347692272,91.6942247768819,"P"
1,16.0,"W 3",32,1448.7182090490217,99.97872260777925,46.42690270338062,"W"
1,16.0,"P 5",13,1182.1266253860886,93.85115395209523,92.2965275908243,"P"
1,16.0,"O 10",17,1437.6741741467397,24.942232608735637,85.08827393188001,"O"
1,16.0,"O 8",14,805.5307300951666,12.282805407373612,58.03982694879378,"O"
1,16.0,"B 7",16,41.66116134697696,12.782891708395857,3.0367477424024054,"B"
1,16.0,"P 4",10,741.6949889121296,74.58483989822153,75.42432172452126,"P"
1,16.0,"B 9",16,191.58397556540658,1.355871776508048,12.297118780502,"B"
1,16.0,"O 2",22,1639.6266513148548,26.973949575102417,75.02243270020621,"O"
1,16.0,"B 6",133,367.2815565240404,22.024939100346263,3.0182489087475997,"B"
1,16.0,"P 1",16,1451.6083874695646,66.88952866586736,91.6942247768819,"P"
1,17.0,"W 3",25,1106.064375678439,99.97872260777925,45.44034170220211,"W"
1,17.0,"P 5",16,1438.6715387876502,93.85115395209523,91.20095666880252,"P"
1,17.0,"O 10",8,665.7270142355537,24.942232608735637,84.03858699949849,"O"
1,17.0,"O 8",17,995.0307149197907,12.282805407373612,58.966238015879895,"O"
1,17.0,"B 7",27,73.927559648772,11.789220511017593,3.0367477424024054,"B"
1,17.0,"P 4",14,1040.2698720775727,75.57776944617164,75.42432172452126,"P"
1,17.0,"B 9",18,234.46388824279742,1.355871776508048,13.31449614449739,"B"
1,17.0,"O 2",22,1639.3768947670974,28.109206610363884,75.02243270020621,"O"
1,17.0,"B 6",78,297.389613530927,22.024939100346263,4.095146735450346,"B"
1,17.0,"P 1",14,1269.70238060805,65.85629924492608,91.6942247768819,"P"
1,18.0,"W 3",35,1550.8231266838006,98.96956191029822,45.44034170220211,"W"
1,18.0,"P 5",18,1600.1139172513188,93.85115395209523,90.14081712464171,"P"
1,18.0,"O 10",10,833.2045023717303,25.950644715191412,84.03858699949849,"O"
1,18.0,"O 8",16,953.2517612555796,12.282805407373612,60.032766534479585,"O"
1,18.0,"B 7",11,27.338653332257064,10.763927055010925,3.0367477424024054,"B"
1,18.0,"P 4",16,1189.4454555552793,76.58717308625069,75.42432172452126,"P"
1,18.0,"B 9",17,239.3691440760094,1.355871776508048,14.385448689199995,"B"
1,18.0,"O 2",11,828.600920439935,28.109206610363884,76.05686657729402,"O"
1,18.0,"B 6",73,278.84594012210374,20.886838671015948,4.095146735450346,"B"
1,18.0,"P 1",16,1468.091246707997,65.85629924492608,92.71407118507452,"P"
1,19.0,"W 3",37,1640.056110838441,98.07309707667072,45.44034170220211,"W"
1,19.0,"P 5",11,963.9893297355115,93.85115395209523,89.07641272282699,"P"
1,19.0,"O 10",11,916.8673056968522,27.00771041723467,84.03858699949849,"O"
1,19.0,"O 8",4,230.45048033896558,12.282805407373612,59.06226174654362,"O"
1,19.0,"B 7",12,41.84424677603978,10.763927055010925,4.001454823396607,"B"
1,19.0,"P 4",9,666.7469413337077,77.58010937469986,75.42432172452126,"P"
1,19.0,"B 9",6,87.22989648705993,1.355871776508048,15.377372372005757,"B"
1,19.0,"O 2",6,449.78402105851717,27.076320368128588,76.05686657729402,"O"
1,19.0,"B 6",150,419.6489828251661,20.886838671015948,3.0388774677841326,"B"
1,19.0,"P 1",10,926.4924199666993,65.85629924492608,93.7874934265199,"P"
1,20.0,"W 3",26,1151.2646102200504,97.05687620206056,45.44034170220211,"W"
1,20.0,"P 5",10,875.9419209951186,92.94622952296251,89.07641272282699,"P"
1,20.0,"O 10",8,665.484881849493,27.96888743449436,84.03858699949849,"O"
1,20.0,"O 8",10,584.1852602621939,11.301027723283038,59.06226174654362,"O"
1,20.0,"B 7",15,68.19877819305893,10.763927055010925,4.979660473961917,"B"
1,20.0,"P 4",11,826.8739756175002,77.58010937469986,76.40886654472526,"P"
1,20.0,"B 9",8,109.73810545984915,1.355871776508048,14.349945080044241,"B"
1,20.0,"O 2",9,677.0533430728397,28.065077107192113,76.05686657729402,"O"
1,20.0,"B 6",277,512.1452299170428,20.886838671015948,2.0752857486342484,"B"
1,20.0,"P 1",10,916.090488700164,65.85629924492608,92.74730029986637,"P"
1,21.0,"W 3",33,1462.2290710031166,98.0385422572249,45.44034170220211,"W"
1,21.0,"P 5",9,796.4312035177173,92.94622952296251,90.03599416173766,"P"
1,21.0,"O 10",7,574.8105882373036,27.96888743449436,83.05067335849337,"O"
1,21.0,"O 8",6,348.4481258615159,10.303169780530474,59.06226174654362,"O"
1,21.0,"B 7",7,36.61040704910303,10.763927055010925,6.0350602572959975,"B"
1,21.0,"P 4",9,684.9565542021852,77.58010937469986,77.447612043241,"P"
1,21.0,"B 9",8,102.12939900948946,1.355871776508048,13.39885677374928,"B"
1,21.0,"O 2",9,676.9623141331745,29.07650977013818,76.05686657729402,"O"
1,21.0,"B 6",292,234.62467821149045,20.886838671015948,1.028995296119133,"B"
1,21.0,"P 1",6,547.792747816368,64.9028268137207,92.74730029986637,"P"
1,22.0,"W 3",35,1550.8329500964614,98.94149501698176,45.44034170220211,"W"
1,22.0,"P 5",3,258.6537924061642,92.94622952296251,88.98992085756937,"P"
1,22.0,"O 10",3,243.75786325486408,26.92845562935552,83.05067335849337,"O"
1,22.0,"O 8",2,112.59324600056782,11.201153080272992,59.06226174654362,"O"
1,22.0,"B 7",1,1.0559949640170005,9.752543516080639,6.0350602572959975,"B"
1,22.0,"P 4",5,372.90647713411494,77.58010937469986,76.37504538922215,"P"
1,22.0,"B 9",9,124.95262033736512,1.355871776508048,14.447514915070553,"B"
1,22.0,"O 2",3,222.39641672827454,28.05279401494297,76.05686657729402,"O"
1,22.0,"B 6",323,554.5992325354179,20.886838671015948,1.9409167206771805,"B"
1,22.0,"P 1",5,460.6460014335361,64.9028268137207,93.73760542964584,"P"
1,23.0,"W 3",33,1461.6053115676987,99.92872236455207,45.44034170220211,"W"
1,23.0,"P 5",4,346.75197881213177,92.00303343226801,88.98992085756937,"P"
1,23.0,"O 10",8,665.4880129538333,26.92845562935552,84.02857406948964,"O"
1,23.0,"O 8",4,234.3392961644761,11.201153080272992,60.02364917965025,"O"
1,23.0,"B 7",5,24.854660740637673,8.782013754482392,6.0350602572959975,"B"
1,23.0,"P 4",2,146.08846407609042,78.59411795465103,76.37504538922215,"P"
1,23.0,"B 9",1,10.486834511216902,1.355871776508048,15.453378667366117,"B"
1,23.0,"O 2",5,368.4900399493563,28.05279401494297,74.96505576665254,"O"
1,23.0,"B 6",194,529.2262306160509,20.886838671015948,2.961850912235833,"B"
1,23.0,"P 1",1,87.26887425628769,64.9028268137207,92.71478689843195,"P"
1,24.0,"W 3",35,1518.858840141305,99.92872236455207,44.536667976959066,"W"
1,24.0,"P 5",3,258.714397139099,90.92607175847,88.98992085756937,"P"
1,24.0,"O 10",4,334.35695258392474,26.92845562935552,85.00509849020858,"O"
1,24.0,"O 8",5,299.3220721083811,11.201153080272992,61.03787683866175,"O"
1,24.0,"B 7",1,1.0755655275141613,7.795487166364532,6.0350602572959975,"B"
1,24.0,"P 4",1,71.39481344848751,78.59411795465103,77.27049897129487,"P"
1,24.0,"B 9",3,41.337321119307916,2.3276481468765606,15.453378667366117,"B"
1,24.0,"O 2",5,363.7018212549787,28.05279401494297,74.00741202777702,"O"
1,24.0,"B 6",331,600.3705452250646,20.886838671015948,2.0373364367433755,"B"
1,24.0,"P 1",6,541.8968709092904,64.9028268137207,91.76465414868679,"P"
1,25.0,"W 3",36,1528.04455441417,99.92872236455207,43.582455019168826,"W"
1,25.0,"P 5",1,81.63591031129593,90.92607175847,88.07275430973564,"P"
1,25.0,"O 10",3,249.65089256346113,25.936658514308547,85.00509849020858,"O"
1,25.0,"O 8",3,180.60817100082065,11.201153080272992,62.083820008047596,"O"
1,25.0,"B 7",3,10.116760752177562,7.795487166364532,5.077388408428897,"B"
1,25.0,"P 4",4,304.69376042135343,78.59411795465103,78.23181737070009,"P"
1,25.0,"B 9",2,25.88778801981806,3.2991938265018437,15.453378667366117,"B"
1,25.0,"O 2",1,68.78430669379577,29.05061508220139,74.00741202777702,"O"
1,25.0,"B 6",342,297.09583234843564,20.886838671015948,1.0917578945591815,"B"
1,25.0,"P 1",1,85.26179930382854,64.9028268137207,90.7077119459728,"P"
1,26.0,"W 3",37,1527.8780292558442,99.92872236455207,42.42705791230804,"W"
1,26.0,"P 5",1,80.60552813748362,90.92607175847,87.04237213592333,"P"
1,26.0,"O 10",0,-4.586303151735358,24.946599448003344,85.00509849020858,"O"
1,26.0,"O 8",1,56.67527648338983,10.128909374380354,62.083820008047596,"O"
1,26.0,"B 7",1,-0.874179613096957,7.795487166364532,4.085315116684879,"B"
1,26.0,"P 4",3,229.96323283195926,78.59411795465103,79.13693357128655,"P"
1,26.0,"B 9",0,-4.952985438384135,3.2991938265018437,16.47432916974745,"B"
1,26.0,"O 2",0,-4.9325991831592395,30.049991960222478,74.00741202777702,"O"
1,26.0,"B 6",353,310.47971641699627,19.846583860188375,1.0917578945591815,"B"
1,26.0,"P 1",0,-4.796884374007066,64.9028268137207,91.75127502888502,"P"
1,27.0,"W 3",42,1734.9869460922687,100.0,42.42705791230804,"W"
1,27.0,"P 5",0,-5.527583280855018,90.92607175847,88.06762139991885,"P"
1,27.0,"O 10",4,338.3194080817046,24.946599448003344,85.97589380284002,"O"
1,27.0,"O 8",0,-5.3072544309139635,11.12465436801034,62.083820008047596,"O"
1,27.0,"B 7",2,3.110994120121574,8.904812756499691,4.085315116684879,"B"
1,27.0,"P 4",0,-5.089744343260848,78.59411795465103,78.1377371438133,"P"
1,27.0,"B 9",1,11.498461658785562,2.2882072577752375,16.47432916974745,"B"
1,27.0,"O 2",1,68.78403773492285,29.077510969493712,74.00741202777702,"O"
1,27.0,"B 6",345,306.74195029994655,18.858592460011938,1.0917578945591815,"B"
1,27.0,"P 1",3,271.2112034200867,64.9028268137207,92.65172419950179,"P"
1,28.0,"W 3",39,1610.7057723553446,100.0,42.42705791230804,"W"
1,28.0,"P 5",0,-5.527583280855018,89.93984720321261,88.06762139991885,"P"
1,28.0,"O 10",1,82.12104348862687,24.946599448003344,86.95681263484227,"O"
1,28.0,"O 8",0,-5.3072544309139635,11.12465436801034,63.02071011377383,"O"
1,28.0,"B 7",0,-4.881539858118191,9.94583763657894,4.085315116684879,"B"
1,28.0,"P 4",1,72.25254247601205,79.54503245403944,78.1377371438133,"P"
1,28.0,"B 9",1,11.508185168147325,1.315856321598758,16.47432916974745,"B"
1,28.0,"O 2",1,68.79455404825617,28.025879636160468,74.00741202777702,"O"
1,28.0,"B 6",355,312.0748474306736,19.90051431039605,1.0917578945591815,"B"
1,28.0,"P 1",1,88.19860265693299,64.9028268137207,93.64451529907726,"P"
1,29.0,"W 3",34,1403.8879242878309,99.0663485469811,42.42705791230804,"W"
1,29.0,"P 5",0,-5.527583280855018,89.93984720321261,87.1276352051843,"P"
1,29.0,"O 10",1,82.11130792309461,25.92015600123025,86.95681263484227,"O"
1,29.0,"O 8",0,-5.3072544309139635,11.12465436801034,63.99982259943019,"O"
1,29.0,"B 7",0,-4.881539858118191,9.94583763657894,3.1518867780126456,"B"
1,29.0,"P 4",1,72.24207176223022,80.59210383222238,78.1377371438133,"P"
1,29.0,"B 9",0,-4.952985438384135,1.0,16.47432916974745,"B"
1,29.0,"O 2",1,68.80467070275742,27.01421418603588,74.00741202777702,"O"
1,29.0,"B 6",361,314.08073496122995,20.828666381912665,1.0917578945591815,"B"
1,29.0,"P 1",0,-4.796884374007066,65.90775213201033,93.64451529907726,"P"
1,30.0,"W 3",33,1395.532112272041,99.0663485469811,43.42949980355193,"W"
1,30.0,"P 5",1,81.72550046930733,89.93984720321261,88.15248222219448,"P"
1,30.0,"O 10",0,-4.586303151735358,26.98951036635893,86.95681263484227,"O"
1,30.0,"O 8",0,-5.3072544309139635,11.12465436801034,62.95354879649354,"O"
1,30.0,"B 7",0,-4.881539858118191,9.94583763657894,2.14898413953075,"B"
1,30.0,"P 4",2,147.57966029989728,80.59210383222238,77.1406233599013,"P"
1,30.0,"B 9",1,11.501900370079653,1.9443361283660021,16.47432916974745,"B"
1,30.0,"O 2",0,-4.9325991831592395,26.08704072363502,74.00741202777702,"O"
1,30.0,"B 6",362,311.14900830249184,21.882588450829278,1.0917578945591815,"B"
1,30.0,"P 1",0,-4.796884374007066,65.90775213201033,92.70022596055999,"P"
1,31.0,"W 3",34,1468.720695249913,99.0663485469811,44.33390411707516,"W"
1,31.0,"P 5",1,82.78153272577205,89.93984720321261,89.2085144786592,"P"
1,31.0,"O 10",0,-4.586303151735358,26.98951036635893,85.87825740600245,"O"
1,31.0,"O 8",0,-5.3072544309139635,10.157555863586015,62.95354879649354,"O"
1,31.0,"B 7",0,-4.881539858118191,9.94583763657894,3.1514959510560088,"B"
1,31.0,"P 4",0,-5.089744343260848,80.59210383222238,76.10787678585012,"P"
1,31.0,"B 9",1,11.492285324015981,2.9058407347331796,16.47432916974745,"B"
1,31.0,"O 2",1,68.80352797481473,27.128486980305354,74.00741202777702,"O"
1,31.0,"B 6",363,315.61556480135346,20.892609252809795,1.0917578945591815,"B"
1,31.0,"P 1",0,-4.796884374007066,65.90775213201033,91.62171549624465,"P"
1,32.0,"W 3",32,1413.473196199183,99.0663485469811,45.316372311215176,"W"
1,32.0,"P 5",1,83.798161793393,89.93984720321261,90.22514354628015,"P"
1,32.0,"O 10",0,-4.586303151735358,26.98951036635893,86.78344801508499,"O"
1,32.0,"O 8",0,-5.3072544309139635,11.129256820596671,62.95354879649354,"O"
1,32.0,"B 7",0,-4.881539858118191,9.94583763657894,4.162571166310141,"B"
1,32.0,"P 4",0,-5.089744343260848,80.59210383222238,77.14747182267897,"P"
1,32.0,"B 9",0,-4.952985438384135,2.9058407347331796,15.516441876613387,"B"
1,32.0,"O 2",1,68.79318393237637,28.16289122414094,74.00741202777702,"O"
1,32.0,"B 6",366,322.03315987360423,19.86280060085419,1.0917578945591815,"B"
1,32.0,"P 1",0,-4.796884374007066,65.90775213201033,92.66172516716627,"P"
1,33.0,"W 3",33,1457.490800045432,100.0,45.316372311215176,"W"
1,33.0,"P 5",0,-5.527583280855018,89.93984720321261,91.26084969287363,"P"
1,33.0,"O 10",0,-4.586303151735358,28.01137346695609,86.78344801508499,"O"
1,33.0,"O 8",0,-5.3072544309139635,11.129256820596671,63.99399850807848,"O"
1,33.0,"B 7",0,-4.881539858118191,9.94583763657894,3.212028962789707,"B"
1,33.0,"P 4",0,-5.089744343260848,79.51123663071961,77.14747182267897,"P"
1,33.0,"B 9",0,-4.952985438384135,2.9058407347331796,16.518943089871303,"B"
1,33.0,"O 2",0,-4.9325991831592395,27.1979700196885,74.00741202777702,"O"
1,33.0,"B 6",366,325.7459144196236,18.848386790466385,1.0917578945591815,"B"
1,33.0,"P 1",0,-4.796884374007066,64.91977002609256,92.66172516716627,"P"
1,34.0,"W 3",34,1501.8071723566472,100.0,45.316372311215176,"W"
1,34.0,"P 5",0,-5.527583280855018,88.91981129036397,91.26084969287363,"P"
1,34.0,"O 10",0,-4.586303151735358,28.01137346695609,85.79353556413108,"O"
1,34.0,"O 8",0,-5.3072544309139635,11.129256820596671,64.96311080328434,"O"
1,34.0,"B 7",0,-4.881539858118191,9.94583763657894,2.2305893882130357,"B"
